"RUA";"BAIRRO";"CIDADE";"CEP";"LATITUDE";"LONGITUDE"
" Rua Filipinas";" Parque das Nações";" Americana/SP";"13470-160";-22.723403;-47.351146
" Rua José Dellagneze";" Morada do Sol";" Americana/SP";"13470-293";-22.715525;-47.351206
" Rua Zaire";" Parque das Nações";" Americana/SP";"13470-063";-22.72893;-47.351206
" Rua Olegário Mariano";" Vila Santa Inês";" Americana/SP";"13469-060";-22.743133;-47.351206
" Rua Bertioga";" Parque Novo Mundo";" Americana/SP";"13467-570";-22.773168;-47.351216
" Rua Canadá";" Parque das Nações";" Americana/SP";"13470-180";-22.722179;-47.351224
" Rua Avaré";" Parque Novo Mundo";" Americana/SP";"13467-560";-22.774286;-47.351233
" Rua Arthur de Azevedo";" Vila Amorim";" Americana/SP";"13469-114";-22.742138;-47.351324
" Rua Tunísia";" Parque das Nações";" Americana/SP";"13470-170";-22.722859;-47.351378
" Avenida Carmine Feola";" Vila Rio Branco";" Americana/SP";"13471-790";-22.732373;-47.351415
" Rua Antônio da Silva Pequeno";" Morada do Sol";" Americana/SP";"13470-292";-22.714894;-47.35143
" Rua Antonio Marques dos Santos";" Jardim Terramérica III";" Americana/SP";"13468-877";-22.763484;-47.351437
" Rua Donatello";" Parque Residencial Nardini";" Americana/SP";"13468-320";-22.757572;-47.351464
" Rua Assis";" Parque Novo Mundo";" Americana/SP";"13467-641";-22.779456;-47.351547
" Rua Marrocos";" Jardim Miriam";" Americana/SP";"13469-074";-22.744327;-47.351575
" Rua Durval Pântano";" Jardim Terramérica III";" Americana/SP";"13468-878";-22.763927;-47.351597
" Rua Francisco Petrarca";" Parque Residencial Nardini";" Americana/SP";"13468-282";-22.754631;-47.351598
" Rua Irineu Penteado";" Catharina Zanaga";" Americana/SP";"13469-390";-22.734725;-47.351675
" Rua Frederico Penachioni";" Morada do Sol";" Americana/SP";"13470-240";-22.718594;-47.351704
" Rua Georgia";" Jardim Dona Judith";" Americana/SP";"13469-152";-22.738934;-47.351754
" Rua Wady Bufarah";" Catharina Zanaga";" Americana/SP";"13469-400";-22.734133;-47.351754
" Rua Moçambique";" Parque das Nações";" Americana/SP";"13470-130";-22.72573;-47.351754
" Rua Giotto Di Bandone";" Parque Residencial Nardini";" Americana/SP";"13468-300";-22.756341;-47.351754
" Rua Doutor Pedro Pioli";" Morada do Sol";" Americana/SP";"13470-200";-22.721706;-47.351762
" Rua Islândia";" Parque das Nações";" Americana/SP";"13470-080";-22.728067;-47.351783
" Rua Ângelo Marton";" Morada do Sol";" Americana/SP";"13470-260";-22.717371;-47.351798
" Rua Angola";" Parque das Nações";" Americana/SP";"13470-062";-22.729567;-47.351804
" Rua Maria Camuri da Rocha";" Morada do Sol";" Americana/SP";"13470-291";-22.715725;-47.351818
" Rua Dante Alighieri";" Parque Residencial Nardini";" Americana/SP";"13468-283";-22.755939;-47.351818
" Rua Jacob Salatti";" Residencial Horto Florestal Jacyra I";" Americana/SP";"13468-371";-22.76014;-47.351818
" Rua Trinta de Julho";" Centro";" Americana/SP";"13465-500";-22.831916;-47.351843
" Rua Nacim Elias";" Morada do Sol";" Americana/SP";"13470-210";-22.721108;-47.351848
" Rua Durval Pântano";" Jardim Terramérica II";" Americana/SP";"13468-866";-22.7632;-47.3519
" Rua Camilo Damiani";" Morada do Sol";" Americana/SP";"13470-250";-22.718051;-47.351936
" Rua Japão";" Morada do Sol";" Americana/SP";"13470-300";-22.718923;-47.351946
" Rua Aurélio Cibim";" Morada do Sol";" Americana/SP";"13470-220";-22.72056;-47.351972
" Rua Luiz Plácido Massochetti";" Jardim Terramérica II";" Americana/SP";"13468-857";-22.764521;-47.352024
" Rua Lindóia";" Parque Novo Mundo";" Americana/SP";"13467-640";-22.778946;-47.352057
" Rua Vitório Furlan";" Catharina Zanaga";" Americana/SP";"13469-380";-22.734235;-47.352107
" Avenida São Jerônimo";" Jardim Bela Vista";" Americana/SP";"13471-200";-22.70396;-47.352153
" Rua Jamaica";" Parque das Nações";" Americana/SP";"13470-061";-22.728798;-47.352157
" Rua Pérsia";" Jardim Miriam";" Americana/SP";"13469-073";-22.744241;-47.352166
" Avenida Padre João Baldan";" Vila Amorim";" Americana/SP";"13468-891";-22.766893;-47.352217
" Rua Rafael Sanzio";" Parque Residencial Nardini";" Americana/SP";"13468-350";-22.759291;-47.352241
" Avenida Brasil";" Jardim Novo Girassol";" Americana/SP";"13465-751";-22.746456;-47.352329
" Rua Flórida";" Jardim Dona Judith";" Americana/SP";"13469-150";-22.738736;-47.352365
" Rua Giuseppe Garibaldi";" Parque Residencial Nardini";" Americana/SP";"13468-301";-22.756542;-47.352365
" Rua Aluísio de Azevedo";" Vila Amorim";" Americana/SP";"13469-113";-22.742136;-47.352365
" Rua Leonardo da Vinci";" Parque Residencial Nardini";" Americana/SP";"13468-340";-22.75837;-47.352374
" Rua Pedro Pinese";" Morada do Sol";" Americana/SP";"13470-270";-22.716975;-47.352394
" Avenida Luigi Merchiori";" Morada do Sol";" Americana/SP";"13470-280";-22.714332;-47.352407
" Rua Américo Vespúcio";" Parque Residencial Nardini";" Americana/SP";"13468-310";-22.756547;-47.352421
" Rua Jamil Calil";" Jardim Terramérica II";" Americana/SP";"13468-865";-22.765269;-47.352423
" Rua Domingos Denucci";" Morada do Sol";" Americana/SP";"13470-290";-22.715926;-47.352429
" Rua Alexandre Volta";" Parque Residencial Nardini";" Americana/SP";"13468-402";-22.751938;-47.352429
" Rua Guglielmo Marconi";" Parque Residencial Nardini";" Americana/SP";"13468-400";-22.751938;-47.35243
" Rua Jamil Calil";" Jardim Terramérica III";" Americana/SP";"13468-875";-22.765285;-47.35245
" Rua Vinte e Um";" Jardim Bela Vista";" Americana/SP";"13471-215";-22.765258;-47.352471
" Rua Ayrton Ortolano";" Parque Universitário";" Americana/SP";"13467-674";-22.77331;-47.35249
" Rua Malásia";" Parque das Nações";" Americana/SP";"13470-060";-22.729688;-47.352511
" Rua Michelangelo Buonarroti";" Parque Residencial Nardini";" Americana/SP";"13468-330";-22.757552;-47.352553
" Rua Florindo Cibin";" Parque das Nações";" Americana/SP";"13470-070";-22.728327;-47.352558
" Avenida Brasil Norte";" Parque Residencial Nardini";" Americana/SP";"13465-810";-22.754135;-47.352558
" Avenida Rafael Vitta";" Jardim São Domingos";" Americana/SP";"13471-000";-22.736051;-47.352586
" Avenida Rafael Vitta";" Vila Rehder";" Americana/SP";"13465-420";-22.735976;-47.352586
" Rua Augusto Zazeri";" Morada do Sol";" Americana/SP";"13470-231";-22.719549;-47.352591
" Rua Quatorze";" Jardim Bela Vista";" Americana/SP";"13471-261";-22.741485;-47.352725
" Rua Hortolândia";" Parque Universitário";" Americana/SP";"13467-690";-22.78019;-47.352738
" Rua Senegal";" Parque das Nações";" Americana/SP";"13470-050";-22.730188;-47.352972
" Rua Atair Ferreira Martins";" Jardim Terramérica II";" Americana/SP";"13468-850";-22.768147;-47.352977
" Rua Olímpio Corrêa";" Catharina Zanaga";" Americana/SP";"13469-392";-22.733934;-47.352977
" Rua João Bandini";" Jardim Miriam";" Americana/SP";"13469-072";-22.744738;-47.352977
" Rua Antônio das Neves Grillo";" Morada do Sol";" Americana/SP";"13470-271";-22.717128;-47.352977
" Rua Boticelli";" Parque Residencial Nardini";" Americana/SP";"13468-302";-22.756743;-47.352977
" Rua Marco Pollo";" Parque Residencial Nardini";" Americana/SP";"13468-403";-22.751941;-47.352977
" Rua Avaré";" Parque Universitário";" Americana/SP";"13467-710";-22.780752;-47.352977
" Rua Alexandre Rubinato";" Catharina Zanaga";" Americana/SP";"13469-401";-22.733326;-47.352992
" Rua Guarujá";" Parque Universitário";" Americana/SP";"13467-708";-22.78215;-47.353041
" Rua Professor Luiz Forini";" Parque Universitário";" Americana/SP";"13467-672";-22.772748;-47.353041
" Rua Trinta e Nove";" Parque Residencial Jaguari";" Americana/SP";"13473-695";-22.731732;-47.353041
" Rua Vinhedo";" Parque Universitário";" Americana/SP";"13467-692";-22.780654;-47.353161
" Rua Doutor Ediney Cordenonsi";" Jardim Terramérica II";" Americana/SP";"13468-864";-22.765312;-47.353165
" Rua Doutor Ediney Cordenonsi";" Jardim Terramérica III";" Americana/SP";"13468-874";-22.765273;-47.353165
" Rua Cristóvão Colombo";" Parque Residencial Nardini";" Americana/SP";"13468-290";-22.754746;-47.353172
" Rua Índia";" Parque das Nações";" Americana/SP";"13470-110";-22.725624;-47.353185
" Rua Lourdes Maria Perim";" Vila San Pietro";" Americana/SP";"13468-584";-22.749977;-47.353196
" Rua Emílio de Menezes";" Vila Amorim";" Americana/SP";"13469-111";-22.739822;-47.353224
" Rua Leopoldo Deltregia";" Residencial Horto Florestal Jacyra I";" Americana/SP";"13468-370";-22.760681;-47.353255
" Rua Jaú";" Parque Universitário";" Americana/SP";"13467-694";-22.781241;-47.353338
" Avenida Brasil Sul";" Parque Residencial Nardini";" Americana/SP";"13468-390";-22.756662;-47.353441
" Rua Costa do Marfim";" Parque das Nações";" Americana/SP";"13470-030";-22.730488;-47.353496
" Avenida Padre Oswaldo Vieira de Andrade";" Jardim Terramérica I";" Americana/SP";"13468-821";-22.767071;-47.353517
" Rua Professora Rita Santos";" Parque Universitário";" Americana/SP";"13467-658";-22.77375;-47.353589
" Rua Pedro Sporcatto";" Vila Dainese";" Americana/SP";"13469-261";-22.736737;-47.353589
" Avenida Professora Fanny Olivieri";" Parque Universitário";" Americana/SP";"13467-682";-22.779951;-47.353653
" Rua Líbano";" Vila Omar";" Americana/SP";"13469-092";-22.743066;-47.353657
" Rua Nigéria";" Parque das Nações";" Americana/SP";"13470-010";-22.731227;-47.353739
" Rua São Salvador";" Vila Frezzarim";" Americana/SP";"13465-800";-22.748884;-47.353813
" Rua Professora Aracy de Jesus Abrahão Paciulli";" Parque Universitário";" Americana/SP";"13467-652";-22.775281;-47.353956
" Avenida Marginal Direita";" Vale do Rio Branco";" Americana/SP";"13471-102";-22.73397;-47.353996
" Rua João Corá";" Parque Nova Carioba";" Americana/SP";"13473-811";-22.720544;-47.354009
" Rua Iraque";" Vila Omar";" Americana/SP";"13469-091";-22.743008;-47.354032
" Rua Pedro Nicoletti";" Jardim Terramérica II";" Americana/SP";"13468-855";-22.764639;-47.354064
" Rua Rafard";" Parque Universitário";" Americana/SP";"13467-698";-22.782986;-47.354083
" Rua Singapura";" Parque das Nações";" Americana/SP";"13470-020";-22.730699;-47.3541
" Rua Sumaré";" Parque Universitário";" Americana/SP";"13467-696";-22.782207;-47.354195
" Rua Jacomo DellAgnezze";" Residencial Horto Florestal Jacyra I";" Americana/SP";"13468-381";-22.759746;-47.3542
" Rua Euclides da Cunha";" Vila Amorim";" Americana/SP";"13469-112";-22.741134;-47.354202
" Rua Olga Benário Prestes";" Loteamento Residencial de Interesse Social Vila Nova Esperança - ASTA 4";" Americana/SP";"13476-564";-23.180045;-47.35425
" Rua José Zanetti";" Vila Dainese";" Americana/SP";"13469-262";-22.736935;-47.354264
" Rua Cezar Giovani Stocovich";" Vila Dainese";" Americana/SP";"13469-260";-22.736741;-47.354292
" Rua Professor Leopoldo Vicente de Castro";" Parque Universitário";" Americana/SP";"13467-670";-22.772616;-47.354434
" Rua Itaiba";" Parque Residencial Nardini";" Americana/SP";"13468-410";-22.751471;-47.354507
" Praça Sérgio Bisof";" Jardim São Paulo";" Americana/SP";"13468-105";-22.756321;-47.354532
" Rua Israel";" Vila Omar";" Americana/SP";"13469-090";-22.742483;-47.354574
" Rua Luiz Miante";" Jardim Terramérica II";" Americana/SP";"13468-853";-22.765036;-47.354604
" Rua das Acácias";" Jardim São Paulo";" Americana/SP";"13468-150";-22.754962;-47.354607
" Rua Mearim";" Jardim São Roque";" Americana/SP";"13469-451";-22.731622;-47.354641
" Rua Abrahim Abraham";" Parque Residencial Nardini";" Americana/SP";"13468-395";-22.756318;-47.354679
" Rua Ângelo Olivieri";" Vila Dainese";" Americana/SP";"13469-250";-22.736568;-47.354695
" Rua Fortunata Isaura Salvador";" Jardim Terramérica III";" Americana/SP";"13468-871";-22.76608;-47.354804
" Rua Professora Celina Muller";" Parque Universitário";" Americana/SP";"13467-660";-22.775353;-47.354812
" Rua Hermes Fontes";" Vila Omar";" Americana/SP";"13469-100";-22.739339;-47.354812
" Rua Otávio Drem";" Vila Omar";" Americana/SP";"13469-101";-22.74074;-47.354812
" Rua Professora Lileana de Almeida Campos";" Parque Universitário";" Americana/SP";"13467-656";-22.77435;-47.354876
" Rua Fortunata Isaura Salvador";" Jardim Terramérica II";" Americana/SP";"13468-863";-22.765904;-47.354877
" Praça Marcílio Frezzarin";" Vila Frezzarim";" Americana/SP";"13465-789";-22.748043;-47.354946
" Rua Coelho Neto";" Vila Amorim";" Americana/SP";"13469-140";-22.739357;-47.355113
" Rua Artur Nogueira";" Jardim Jacyra";" Americana/SP";"13467-063";-22.782226;-47.355175
" Rua Albino Menegatti";" Jardim Miriam";" Americana/SP";"13469-080";-22.744161;-47.355232
" Rua Professor Argante Dimenco";" Parque Universitário";" Americana/SP";"13467-666";-22.773841;-47.355326
" Rua Doutor Wanthuildes Irajaya Lobo";" Jardim Terramérica III";" Americana/SP";"13468-870";-22.766318;-47.355387
" Rua Artur Nogueira";" Parque Universitário";" Americana/SP";"13467-700";-22.781982;-47.355404
" Avenida Tietê";" Vila Dainese";" Americana/SP";"13469-500";-22.723933;-47.355424
" Avenida Castelhanos";" Loteamento Residencial Jardim Jacyra";" Americana/SP";"13467-730";-22.763706;-47.355426
" Rua Dona Dolores Andrade Silva";" Residencial Horto Florestal Jacyra I";" Americana/SP";"13468-382";-22.759127;-47.355439
" Rua Síria";" Vila Omar";" Americana/SP";"13469-093";-22.742706;-47.35544
" Rua Doutor Wanthuildes Irajaya Lobo";" Jardim Terramérica II";" Americana/SP";"13468-862";-22.76614;-47.35548
" Rua Pindaré";" Jardim São Roque";" Americana/SP";"13469-440";-22.732535;-47.355488
" Rua Argélia";" Parque das Nações";" Americana/SP";"13470-011";-22.74454;-47.355488
" Rua Professor Gilberto Buratto";" Parque Universitário";" Americana/SP";"13467-662";-22.773351;-47.355488
" Rua Professora Lucia Helena Streicher Covesi";" Parque Universitário";" Americana/SP";"13467-676";-22.775152;-47.355488
" Rua Joaquim Puppo";" Vila Dainese";" Americana/SP";"13469-200";-22.73727;-47.355555
" Rua Vicente de Carvalho";" Vila Amorim";" Americana/SP";"13469-130";-22.740288;-47.355591
" Rua Fioravante Chinelatto";" Vila Dainese";" Americana/SP";"13469-240";-22.736791;-47.355645
" Rua Tocantins";" Jardim São Roque";" Americana/SP";"13469-492";-22.727854;-47.355684
" Rua Japurá";" Jardim São Roque";" Americana/SP";"13469-495";-22.726696;-47.355708
" Rua Trombetas";" Jardim São Roque";" Americana/SP";"13469-494";-22.727151;-47.355714
" Rua Agostinho Panaro";" Jardim Terramérica II";" Americana/SP";"13468-849";-22.763143;-47.355774
" Rua Santarém";" Jardim São Roque";" Americana/SP";"13469-413";-22.733383;-47.355791
" Rua Macapá";" Jardim São Roque";" Americana/SP";"13469-491";-22.728533;-47.355832
" Rua Serra Estrela do Norte";" Parque Liberdade";" Americana/SP";"13470-435";-22.710474;-47.35589
" Rua Turquia";" Vila Omar";" Americana/SP";"13469-094";-22.742308;-47.355903
" Rua Carlos Penachioni";" Jardim Terramérica II";" Americana/SP";"13468-852";-22.76343;-47.355969
" Rua Juruá";" Jardim São Roque";" Americana/SP";"13469-430";-22.732042;-47.355997
" Rua Professora Maria Ignez Worschech";" Parque Universitário";" Americana/SP";"13467-654";-22.776884;-47.356021
" Praça Judith Cibin Braga";" Jardim Miriam";" Americana/SP";"13469-089";-22.744741;-47.3561
" Avenida Professora Wilma Lenzi Tombi";" Parque Universitário";" Americana/SP";"13467-680";-22.777154;-47.3561
" Rua Professor Jordão Drago";" Parque Universitário";" Americana/SP";"13467-678";-22.774753;-47.3561
" Rua Três";" Cidade Jardim II";" Americana/SP";"13467-212";-22.769415;-47.356191
" Rua Iriri";" Jardim São Roque";" Americana/SP";"13469-426";-22.73264;-47.356199
" Rua Vinte e Quatro";" Jardim Ipiranga";" Americana/SP";"13468-421";-22.764353;-47.356218
" Rua Alcides Luchesi";" Jardim Terramérica II";" Americana/SP";"13468-858";-22.764383;-47.356223
" Rua Vinte e Quatro";" Morada do Sol";" Americana/SP";"13470-303";-22.764379;-47.356245
" Rua Vinte e Quatro";" Parque Residencial Jaguari";" Americana/SP";"13473-678";-22.764379;-47.356245
" Rua Atair Ferreira Martins";" Jardim Terramérica I";" Americana/SP";"13468-831";-22.765898;-47.356251
" Rua Florindo Cibin";" Vila Medon";" Americana/SP";"13465-230";-22.71156;-47.356264
" Rua Egito";" Vila Omar";" Americana/SP";"13469-095";-22.741906;-47.356357
" Rua São Pedro";" São Manoel";" Americana/SP";"13472-210";-22.73211;-47.356392
" Rua Professora Linda Bufarah Bieze";" Parque Universitário";" Americana/SP";"13467-688";-22.77852;-47.356428
" Rua das Turmalinas";" Jardim Bela Vista";" Americana/SP";"13471-212";-22.737528;-47.356485
" Rua Geraldo Miante";" Jardim Terramérica II";" Americana/SP";"13468-851";-22.763518;-47.356529
" Rua Amabile Fornaro Pavan";" Jardim Terramérica II";" Americana/SP";"13468-861";-22.76674;-47.356562
" Rua José Canineo";" Residencial Horto Florestal Jacyra I";" Americana/SP";"13468-380";-22.760378;-47.356562
" Rua Taquari";" Vila Dainese";" Americana/SP";"13469-530";-22.723134;-47.356647
" Rua Serra dos Cariris";" Parque Liberdade";" Americana/SP";"13470-436";-22.710213;-47.356652
" Rua Amabile Fornaro Pavan";" Jardim Terramérica I";" Americana/SP";"13468-830";-22.766561;-47.356659
" Rua Augusto Sacratin";" Vila Omar";" Americana/SP";"13469-097";-22.743223;-47.356702
" Rua Itapuã";" Jardim Ipiranga";" Americana/SP";"13468-530";-22.750944;-47.356711
" Rua Professora Alda Marangoni";" Parque Universitário";" Americana/SP";"13467-664";-22.774954;-47.356711
" Avenida de Cillo";" Parque Novo Mundo";" Americana/SP";"13467-600";-22.769732;-47.356723
" Rua Mamoré";" Jardim São Roque";" Americana/SP";"13469-493";-22.724291;-47.356735
" Rua Juruema";" Jardim São Roque";" Americana/SP";"13469-460";-22.731175;-47.35676
" Rua Paraopeba";" Vila Dainese";" Americana/SP";"13469-515";-22.724584;-47.35676
" Rua Jaguarão";" Vila Dainese";" Americana/SP";"13469-514";-22.725591;-47.356782
" Rua Professora Julia Maria Jurgensen Stecke";" Parque Universitário";" Americana/SP";"13467-686";-22.778035;-47.356822
" Avenida Estados Unidos";" Parque das Nações";" Americana/SP";"13470-040";-22.725193;-47.356855
" Rua Serra da Canastra";" Parque Liberdade";" Americana/SP";"13470-434";-22.711268;-47.356878
" Rua Araguaia";" Jardim São Roque";" Americana/SP";"13469-481";-22.730199;-47.356889
" Praça José Fae";" Jardim Paulista";" Americana/SP";"13468-279";-22.755909;-47.357014
" Rua Domingos Justo";" Vila Omar";" Americana/SP";"13469-098";-22.740662;-47.357139
" Rua Professor Rosanio Braga";" Jardim Terramérica II";" Americana/SP";"13468-860";-22.766952;-47.357144
" Rua Purús";" Jardim São Roque";" Americana/SP";"13469-450";-22.731658;-47.357149
" Rua Frei de Mont Alverne";" Vila Dainese";" Americana/SP";"13469-210";-22.737597;-47.357154
" Rua Xingú";" Jardim São Roque";" Americana/SP";"13469-490";-22.728383;-47.357164
" Avenida Serra do Mar";" Parque Liberdade";" Americana/SP";"13470-410";-22.713887;-47.357168
" Rua Guaporé";" Jardim São Roque";" Americana/SP";"13469-411";-22.734141;-47.357172
" Rua Itabirito";" Jardim Ipiranga";" Americana/SP";"13468-520";-22.754256;-47.357226
" Rua Professor Rosanio Braga";" Jardim Terramérica I";" Americana/SP";"13468-829";-22.766775;-47.357245
" Rua São Thiago";" Jardim São Roque";" Americana/SP";"13469-425";-22.736541;-47.357259
" Rua Guapeva";" Vila Dainese";" Americana/SP";"13469-531";-22.724535;-47.357259
" Rua Rio Claro";" Parque Universitário";" Americana/SP";"13467-706";-22.780861;-47.357287
" Rua Líbia";" Vila Omar";" Americana/SP";"13469-096";-22.741929;-47.357301
" Rua Camandocaia";" Vila Dainese";" Americana/SP";"13469-520";-22.725935;-47.357323
" Rua Javari";" Jardim São Roque";" Americana/SP";"13469-412";-22.733539;-47.357323
" Rua Francisco Giongo";" Vila Dainese";" Americana/SP";"13469-220";-22.736617;-47.357492
" Rua Serra Cajazeiras";" Parque Liberdade";" Americana/SP";"13470-430";-22.711316;-47.357506
" Avenida Serra do Imeri";" Parque Liberdade";" Americana/SP";"13470-433";-22.713749;-47.357518
" Rua Serra do Espigão Mestre";" Parque Liberdade";" Americana/SP";"13470-428";-22.711869;-47.357521
" Rua Serra do Acaraí";" Parque Liberdade";" Americana/SP";"13470-440";-22.709717;-47.357569
" Rua Itanhaém";" Jardim Ipiranga";" Americana/SP";"13468-430";-22.747332;-47.357595
" Rua São João";" São Manoel";" Americana/SP";"13472-170";-22.732914;-47.357615
" Praça Vereador Braz Rosolem";" Vila Amorim";" Americana/SP";"13469-139";-22.739076;-47.357616
" Rua Serra do Paranapiacaba";" Parque Liberdade";" Americana/SP";"13470-427";-22.71232;-47.357623
" Praça Aristides Pisoni";" Jardim Ipiranga";" Americana/SP";"13468-499";-22.752238;-47.357685
" Rua D";" Jardim Miriam";" Americana/SP";"13469-071";-22.753382;-47.357691
" Rua Regina Ceotto Santarosa";" Parque Gramado";" Americana/SP";"13469-610";-22.72164;-47.357731
" Rua Antonio de Souza Leite";" Jardim Terramérica II";" Americana/SP";"13468-848";-22.763792;-47.357754
" Rua Serra do Caparão";" Parque Liberdade";" Americana/SP";"13470-442";-22.710698;-47.357826
" Rua Serra do Tumucumaque";" Parque Liberdade";" Americana/SP";"13470-426";-22.712681;-47.357868
" Rua Serra da Bocaina";" Parque Liberdade";" Americana/SP";"13470-424";-22.713932;-47.357871
" Rua Serra de Maracaju";" Parque Liberdade";" Americana/SP";"13470-441";-22.710331;-47.357871
" Rua Jardel Bertie";" Jardim São Roque";" Americana/SP";"13469-427";-22.732138;-47.357935
" Rua São Roque";" Jardim São Roque";" Americana/SP";"13469-424";-22.734539;-47.357935
" Avenida Padre Oswaldo Vieira de Andrade";" Jardim Terramérica III";" Americana/SP";"13468-881";-22.766527;-47.357967
" Rua Serra da Saudade";" Parque Liberdade";" Americana/SP";"13470-412";-22.817682;-47.357996
" Rua Professora Zulmira Rameh Saab";" Jardim Terramérica I";" Americana/SP";"13468-828";-22.766409;-47.358074
" Rua Serra Geral";" Parque Liberdade";" Americana/SP";"13470-425";-22.713074;-47.35813
" Rua Camaqua";" Vila Dainese";" Americana/SP";"13469-513";-22.726552;-47.358171
" Rua Júlia de Oliveira Fonseca";" Jardim Amélia";" Americana/SP";"13468-660";-22.759333;-47.358199
" Rua Luiz de Camões";" Vila Amorim";" Americana/SP";"13469-120";-22.741283;-47.358232
" Rua São Lucas";" Jardim São Roque";" Americana/SP";"13469-420";-22.733331;-47.358294
" Rua Aurea Zanetti Penachione";" Jardim Terramérica I";" Americana/SP";"13468-827";-22.767374;-47.358323
" Rua Aurea Zanetti Penachione";" Jardim Terramérica II";" Americana/SP";"13468-859";-22.767374;-47.358323
" Rua Serra Formosa";" Parque Liberdade";" Americana/SP";"13470-423";-22.713422;-47.358345
" Rua Francisca Coral Chiquinho";" Vila Amorim";" Americana/SP";"13468-892";-22.761703;-47.358394
" Rua Itararé";" Jardim Ipiranga";" Americana/SP";"13468-481";-22.74794;-47.358414
" Rua Itamarati";" Jardim Ipiranga";" Americana/SP";"13468-440";-22.747901;-47.358416
" Rua Parnaíba";" Vila Dainese";" Americana/SP";"13469-512";-22.728378;-47.358452
" Rua Grajaú";" Vila Dainese";" Americana/SP";"13469-532";-22.723558;-47.358457
" Rua Francisco Corat";" Vila Dainese";" Americana/SP";"13469-230";-22.736359;-47.358496
" Rua Emílio Alfeo Cordenonssi";" Jardim Terramérica II";" Americana/SP";"13468-847";-22.763489;-47.358598
" Avenida Brasil";" Parque Residencial Nardini";" Americana/SP";"13468-284";-22.752683;-47.35861
" Avenida Clovis Meneghel";" Loteamento Industrial 9 de Julho";" Americana/SP";"13474-695";-22.748396;-47.358647
" Rua Antonio Fioretti";" Loteamento Industrial 9 de Julho";" Americana/SP";"13474-685";-22.748385;-47.358647
" Rua Araraquara";" Jardim Jacyra";" Americana/SP";"13467-061";-22.740976;-47.358725
" Rua Lídia Halabi";" Parque Gramado";" Americana/SP";"13469-593";-22.720663;-47.358895
" Rua Laudelino Basseto";" Jardim Terramérica III";" Americana/SP";"13468-882";-22.762385;-47.358972
" Rua Serra das Palmeiras";" Parque Liberdade";" Americana/SP";"13470-443";-22.713597;-47.358987
" Rua Francisco Milani";" Parque Gramado";" Americana/SP";"13469-591";-22.719659;-47.359049
" Rua Alice Moro Misson";" Jardim Terramérica I";" Americana/SP";"13468-825";-22.768853;-47.359069
" Rua Josefina Cabana Delben";" Jardim Brasília";" Americana/SP";"13468-790";-22.763555;-47.359094
" Rua São Bento";" Jardim São Roque";" Americana/SP";"13469-417";-22.735044;-47.359096
" Rua Capiberibe";" Vila Dainese";" Americana/SP";"13469-470";-22.730028;-47.359136
" Rua dos Solimões";" Jardim São Roque";" Americana/SP";"13469-410";-22.730093;-47.359179
" Rua A";" Jardim São Roque";" Americana/SP";"13469-414";-22.728967;-47.359198
" Rua Roberto Jensen";" Jardim Terramérica I";" Americana/SP";"13468-832";-22.766785;-47.359238
" Rua João Batista Bazanelli";" Vila Dainese";" Americana/SP";"13469-305";-22.723715;-47.359255
" Rua Itaúna";" Jardim Ipiranga";" Americana/SP";"13468-420";-22.747993;-47.359295
" Rua Guaíba";" Vila Dainese";" Americana/SP";"13469-511";-22.725893;-47.359307
" Rua José Lasaro Pegorari";" Jardim Terramérica II";" Americana/SP";"13468-843";-22.764602;-47.359498
" Praça Luiz de Boni";" Jardim Ipiranga";" Americana/SP";"13468-579";-22.748349;-47.359706
" Rua Miranda";" Vila Dainese";" Americana/SP";"13469-510";-22.728075;-47.359738
" Rua João Martim Milena";" Parque Gramado";" Americana/SP";"13469-592";-22.719239;-47.359747
" Rua Laudelino Basseto";" Jardim Terramérica II";" Americana/SP";"13468-856";-22.76251;-47.359747
" Rua Itapura";" Jardim Ipiranga";" Americana/SP";"13468-574";-22.757153;-47.35977
" Rua Inhaúma";" Jardim Ipiranga";" Americana/SP";"13468-510";-22.754648;-47.359779
" Avenida Serra Dourada";" Parque Liberdade";" Americana/SP";"13470-401";-22.71679;-47.359952
" Rua Potengi";" Vila Dainese";" Americana/SP";"13469-480";-22.728317;-47.360042
" Rua Marina Zandoná Rubinato";" Jardim Brasília";" Americana/SP";"13468-720";-22.763071;-47.360056
" Rua Serra da Mangabeira";" Parque Liberdade";" Americana/SP";"13470-411";-22.715707;-47.360058
" Rua Itambé";" Jardim Ipiranga";" Americana/SP";"13468-560";-22.752139;-47.360066
" Rua Serra das Araras";" Parque Liberdade";" Americana/SP";"13470-413";-22.714891;-47.360117
" Rua Paranapanema";" Vila Dainese";" Americana/SP";"13469-471";-22.73158;-47.360136
" Rua Ipojuca";" Jardim Ipiranga";" Americana/SP";"13468-460";-22.746628;-47.360139
" Avenida Serra da Mantiqueira";" Parque Liberdade";" Americana/SP";"13470-400";-22.716182;-47.360173
" Rua Catarina Sacilotto";" Jardim Amélia";" Americana/SP";"13468-690";-22.761204;-47.360179
" Rua Serra da Borborema";" Parque Liberdade";" Americana/SP";"13470-416";-22.714407;-47.360181
" Rua Josephina Braga Cordenonsi";" Jardim Amélia";" Americana/SP";"13468-680";-22.760632;-47.360251
" Rua Áurea Possenti";" Jardim Brasília";" Americana/SP";"13468-740";-22.764341;-47.360281
